createdAt,ticketType,popularityBand,raceGrade,investment,payout,racecourse,raceNumber,horseNumber,jockeyName,horseName,raceTimeDetail,courseSurface,courseDirection,courseLength,weather,trackCondition,memo
2025-10-18T06:06:49.031873+00:00,馬連,穴,平場,1000,20000,札幌,5,13,川田将雅,ホワイトリバー52,8R,芝,直線,1800m,雨,良,冷静に買えた
2025-10-18T12:06:49.031873+00:00,複勝,中穴,重賞,3000,2000,新潟,1,1,横山武史,ウマログスター64,7R,ダート,直線,1400m,晴,稍重,穴狙い
2025-10-18T18:06:49.031873+00:00,3連単,中穴,G1,200,5000,小倉,9,2,横山武史,ホワイトリバー3,4R,芝,直線,2400m,晴,重,人気を信じた
2025-10-19T00:06:49.031873+00:00,馬連,穴,重賞,8000,500,函館,12,5,川田将雅,サクラミチ96,6R,芝,右,2400m,曇,良,買い目を絞った
2025-10-19T06:06:49.031873+00:00,3連複,中穴,G1,1000,15000,新潟,8,8,坂井瑠星,サクラミチ49,7R,芝,直線,2400m,晴,重,穴狙い
2025-10-19T12:06:49.031873+00:00,複勝,1〜3番人気,重賞,300,800,阪神,12,13,坂井瑠星,ホワイトリバー14,2R,芝,左,2500m,雨,重,勢いで買った
2025-10-19T18:06:49.031873+00:00,枠連,1〜3番人気,G1,3000,1200,福島,9,17,戸崎圭太,ウマログスター4,2R,ダート,直線,1400m,雨,不良,冷静に買えた
2025-10-20T00:06:49.031873+00:00,馬単,中穴,重賞,200,10000,福島,4,17,横山武史,グリーンシャドウ22,3R,ダート,左,2000m,小雨,稍重,勢いで買った
2025-10-20T06:06:49.031873+00:00,枠連,中穴,重賞,3000,200,新潟,2,12,M.デムーロ,アオノルート93,11R,ダート,直線,1800m,小雨,良,人気を信じた
2025-10-20T12:06:49.031873+00:00,馬単,1〜3番人気,重賞,2000,20000,中京,7,11,松山弘平,ホワイトリバー56,11R,芝,左,2200m,曇,不良,買い目を絞った
2025-10-20T18:06:49.031873+00:00,枠連,中穴,重賞,1000,10000,新潟,10,8,坂井瑠星,グリーンシャドウ36,7R,ダート,右,1800m,曇,良,見送るべきだった
2025-10-21T00:06:49.031873+00:00,馬連,中穴,重賞,200,20000,函館,11,16,横山武史,キンモクセイ31,5R,芝,直線,2400m,小雨,良,見送るべきだった
2025-10-21T06:06:49.031873+00:00,3連単,穴,重賞,8000,2000,函館,9,2,坂井瑠星,サクラミチ77,11R,芝,右,1800m,雨,稍重,次回は控える
2025-10-21T12:06:49.031873+00:00,単勝,穴,平場,3000,15000,札幌,7,4,武豊,ウマログスター34,4R,芝,左,2200m,小雨,不良,次回は控える
2025-10-21T18:06:49.031873+00:00,枠連,中穴,G1,5000,0,小倉,7,3,川田将雅,ミドリカゼ45,5R,ダート,左,1800m,小雨,重,見送るべきだった
2025-10-22T00:06:49.031873+00:00,複勝,中穴,平場,5000,500,中山,5,2,川田将雅,サンプルホース44,11R,芝,直線,1600m,曇,稍重,初めての競馬場
2025-10-22T06:06:49.031873+00:00,枠連,中穴,平場,3000,1200,京都,7,6,横山武史,グリーンシャドウ51,1R,芝,左,2400m,小雨,良,穴狙い
2025-10-22T12:06:49.031873+00:00,馬連,中穴,平場,200,3000,中山,9,6,坂井瑠星,ホワイトリバー26,8R,芝,左,2500m,雨,不良,次回は控える
2025-10-22T18:06:49.031873+00:00,3連複,穴,G1,2000,500,新潟,10,6,M.デムーロ,レインボーファーム76,2R,芝,左,1400m,曇,重,勢いで買った
2025-10-23T00:06:49.031873+00:00,枠連,中穴,平場,300,2000,函館,7,5,横山和生,グリーンシャドウ55,3R,ダート,直線,3000m,曇,稍重,見送るべきだった
2025-10-23T06:06:49.031873+00:00,馬単,1〜3番人気,G1,2000,20000,新潟,10,2,坂井瑠星,サンプルホース63,3R,芝,左,3000m,小雨,不良,見送るべきだった
2025-10-23T12:06:49.031873+00:00,3連複,穴,重賞,5000,0,中山,10,1,C.ルメール,キンモクセイ5,5R,芝,直線,2000m,曇,不良,次回は控える
2025-10-23T18:06:49.031873+00:00,3連単,穴,平場,200,3000,中山,5,18,坂井瑠星,サクラミチ97,1R,ダート,直線,1800m,小雨,良,穴狙い
2025-10-24T00:06:49.031873+00:00,馬単,1〜3番人気,重賞,1000,500,中山,8,4,C.ルメール,アオノルート95,10R,ダート,直線,2400m,曇,稍重,穴狙い
2025-10-24T06:06:49.031873+00:00,馬連,1〜3番人気,平場,2000,2000,小倉,10,18,横山武史,ホワイトリバー91,5R,ダート,直線,2000m,晴,稍重,ワイドで保険
2025-10-24T12:06:49.031873+00:00,単勝,中穴,平場,300,10000,阪神,4,5,坂井瑠星,アオノルート98,11R,ダート,左,1600m,雨,不良,ワイドで保険
2025-10-24T18:06:49.031873+00:00,3連単,1〜3番人気,平場,200,800,福島,12,9,坂井瑠星,ナイトランナー63,6R,芝,直線,1400m,小雨,重,勢いで買った
2025-10-25T00:06:49.031873+00:00,3連複,1〜3番人気,重賞,500,1200,小倉,6,10,坂井瑠星,サクラミチ74,3R,ダート,左,1200m,晴,良,見送るべきだった
2025-10-25T06:06:49.031873+00:00,単勝,1〜3番人気,G1,5000,1200,東京,7,7,横山武史,キンモクセイ21,5R,芝,直線,2200m,雨,良,買い目を絞った
2025-10-25T12:06:49.031873+00:00,枠連,1〜3番人気,重賞,1000,10000,京都,7,3,川田将雅,サンプルホース28,8R,芝,右,1800m,小雨,良,冷静に買えた
2025-10-25T18:06:49.031873+00:00,ワイド,1〜3番人気,重賞,300,1200,中山,4,13,川田将雅,ウマログスター14,6R,ダート,左,1600m,小雨,稍重,人気を信じた
2025-10-26T00:06:49.031873+00:00,複勝,穴,平場,100,3000,阪神,8,12,C.ルメール,ミドリカゼ53,10R,ダート,右,1400m,晴,稍重,勢いで買った
2025-10-26T06:06:49.031873+00:00,3連複,中穴,重賞,2000,15000,阪神,4,9,川田将雅,アオノルート71,10R,ダート,直線,1200m,雨,稍重,初めての競馬場
2025-10-26T12:06:49.031873+00:00,馬連,穴,重賞,1000,5000,東京,4,16,戸崎圭太,ウマログスター31,8R,芝,直線,1200m,雨,重,人気を信じた
2025-10-26T18:06:49.031873+00:00,3連複,穴,重賞,2000,2000,阪神,8,3,武豊,レインボーファーム9,1R,ダート,右,1200m,晴,不良,初めての競馬場
2025-10-27T00:06:49.031873+00:00,馬単,穴,平場,8000,15000,函館,7,13,川田将雅,サクラミチ69,10R,芝,左,1400m,雨,良,初めての競馬場
2025-10-27T06:06:49.031873+00:00,馬連,1〜3番人気,平場,2000,800,中京,11,3,M.デムーロ,グリーンシャドウ94,4R,芝,右,1400m,小雨,良,見送るべきだった
2025-10-27T12:06:49.031873+00:00,単勝,中穴,平場,300,0,東京,12,5,武豊,ミドリカゼ64,6R,ダート,右,2200m,曇,重,勢いで買った
2025-10-27T18:06:49.031873+00:00,単勝,中穴,重賞,1000,2000,中山,5,3,松山弘平,ナイトランナー66,6R,芝,左,1600m,雨,稍重,直前に変更した
2025-10-28T00:06:49.031873+00:00,複勝,穴,平場,200,100,福島,1,2,武豊,アオノルート6,8R,ダート,左,1600m,曇,良,初めての競馬場
2025-10-28T06:06:49.031873+00:00,3連複,1〜3番人気,重賞,500,800,札幌,5,3,横山和生,ホワイトリバー16,9R,芝,右,1800m,晴,不良,勢いで買った
2025-10-28T12:06:49.031873+00:00,3連単,中穴,重賞,2000,0,福島,8,1,坂井瑠星,アオノルート38,10R,ダート,直線,1800m,小雨,重,次回は控える
2025-10-28T18:06:49.031873+00:00,3連単,1〜3番人気,平場,8000,15000,京都,3,1,戸崎圭太,サンプルホース30,9R,ダート,直線,1200m,雨,良,ワイドで保険
2025-10-29T00:06:49.031873+00:00,馬単,1〜3番人気,G1,8000,100,函館,8,2,横山武史,キンモクセイ12,1R,芝,直線,2400m,雨,不良,勢いで買った
2025-10-29T06:06:49.031873+00:00,複勝,穴,G1,3000,0,中京,10,2,戸崎圭太,ミドリカゼ31,5R,ダート,左,2400m,雨,重,見送るべきだった
2025-10-29T12:06:49.031873+00:00,馬単,1〜3番人気,G1,500,0,中京,2,5,川田将雅,ミドリカゼ58,8R,ダート,左,1400m,雨,稍重,見送るべきだった
2025-10-29T18:06:49.031873+00:00,馬単,中穴,重賞,200,0,阪神,11,10,横山和生,サンプルホース28,6R,芝,右,1800m,雨,不良,初めての競馬場
2025-10-30T00:06:49.031873+00:00,単勝,穴,重賞,1000,20000,阪神,1,13,松山弘平,サクラミチ96,9R,芝,右,2500m,晴,稍重,勢いで買った
2025-10-30T06:06:49.031873+00:00,単勝,1〜3番人気,G1,300,100,函館,6,3,横山和生,レインボーファーム34,2R,芝,右,1800m,小雨,稍重,勢いで買った
2025-10-30T12:06:49.031873+00:00,ワイド,1〜3番人気,G1,5000,0,阪神,10,14,戸崎圭太,ナイトランナー4,7R,ダート,右,2200m,曇,稍重,直前に変更した
2025-10-30T18:06:49.031873+00:00,馬単,中穴,G1,100,3000,中京,10,8,M.デムーロ,ナイトランナー53,9R,ダート,右,1400m,雨,不良,人気を信じた
2025-10-31T00:06:49.031873+00:00,3連複,1〜3番人気,平場,8000,100,福島,1,13,坂井瑠星,ナイトランナー70,8R,ダート,直線,3000m,雨,不良,直前に変更した
2025-10-31T06:06:49.031873+00:00,枠連,1〜3番人気,重賞,10000,100,東京,5,2,松山弘平,サクラミチ46,10R,芝,右,1400m,曇,稍重,直前に変更した
2025-10-31T12:06:49.031873+00:00,単勝,1〜3番人気,平場,3000,500,阪神,3,8,横山和生,ホワイトリバー95,12R,ダート,直線,1200m,雨,稍重,次回は控える
2025-10-31T18:06:49.031873+00:00,馬連,中穴,平場,1000,0,新潟,1,3,武豊,アオノルート78,4R,芝,直線,2500m,晴,重,次回は控える
2025-11-01T00:06:49.031873+00:00,馬連,1〜3番人気,重賞,300,15000,札幌,1,1,横山武史,レインボーファーム91,3R,芝,直線,2200m,晴,重,ワイドで保険
2025-11-01T06:06:49.031873+00:00,複勝,中穴,重賞,2000,0,阪神,12,14,松山弘平,ホワイトリバー23,12R,ダート,右,1600m,小雨,重,直前に変更した
2025-11-01T12:06:49.031873+00:00,枠連,1〜3番人気,平場,100,10000,中京,7,2,横山武史,レインボーファーム41,10R,芝,直線,1400m,小雨,稍重,買い目を絞った
2025-11-01T18:06:49.031873+00:00,複勝,1〜3番人気,重賞,2000,0,中山,12,11,松山弘平,サンプルホース34,4R,芝,直線,1400m,雨,重,勢いで買った
2025-11-02T00:06:49.031873+00:00,単勝,1〜3番人気,重賞,5000,10000,函館,3,14,松山弘平,グリーンシャドウ45,9R,ダート,右,2500m,曇,稍重,見送るべきだった
2025-11-02T06:06:49.031873+00:00,複勝,1〜3番人気,重賞,100,500,小倉,2,3,坂井瑠星,ミドリカゼ49,3R,芝,直線,1400m,雨,不良,冷静に買えた
2025-11-02T12:06:49.031873+00:00,3連複,穴,G1,10000,800,阪神,1,4,坂井瑠星,アオノルート25,7R,ダート,直線,2000m,雨,稍重,勢いで買った
2025-11-02T18:06:49.031873+00:00,単勝,中穴,平場,8000,20000,新潟,3,2,坂井瑠星,サンプルホース55,2R,ダート,直線,2500m,曇,良,冷静に買えた
2025-11-03T00:06:49.031873+00:00,馬連,1〜3番人気,平場,1000,0,新潟,2,10,戸崎圭太,ナイトランナー63,11R,ダート,右,3000m,小雨,稍重,買い目を絞った
2025-11-03T06:06:49.031873+00:00,3連複,中穴,G1,5000,0,小倉,8,15,M.デムーロ,アオノルート35,10R,芝,右,1400m,晴,重,初めての競馬場
2025-11-03T12:06:49.031873+00:00,3連複,穴,G1,8000,0,函館,9,14,岩田望来,ナイトランナー74,4R,ダート,左,1400m,小雨,良,初めての競馬場
2025-11-03T18:06:49.031873+00:00,枠連,1〜3番人気,重賞,300,0,京都,4,5,武豊,グリーンシャドウ11,11R,ダート,右,1600m,雨,重,勢いで買った
2025-11-04T00:06:49.031873+00:00,複勝,中穴,平場,3000,2000,札幌,5,17,松山弘平,サンプルホース90,10R,ダート,右,2400m,曇,稍重,次回は控える
2025-11-04T06:06:49.031873+00:00,複勝,1〜3番人気,平場,200,15000,小倉,9,12,戸崎圭太,キンモクセイ50,11R,ダート,直線,2500m,晴,稍重,直前に変更した
2025-11-04T12:06:49.031873+00:00,3連複,1〜3番人気,平場,10000,5000,函館,1,13,坂井瑠星,アオノルート7,12R,ダート,左,2200m,晴,重,直前に変更した
2025-11-04T18:06:49.031873+00:00,馬単,中穴,重賞,200,20000,京都,3,10,松山弘平,ホワイトリバー35,12R,ダート,直線,1400m,曇,不良,穴狙い
2025-11-05T00:06:49.031873+00:00,3連複,穴,重賞,8000,20000,札幌,1,17,横山武史,ウマログスター40,12R,ダート,右,3000m,晴,稍重,穴狙い
2025-11-05T06:06:49.031873+00:00,馬連,1〜3番人気,G1,100,1200,東京,6,7,M.デムーロ,ホワイトリバー60,9R,ダート,直線,1400m,晴,稍重,買い目を絞った
2025-11-05T12:06:49.031873+00:00,3連単,穴,重賞,300,20000,新潟,10,18,坂井瑠星,ホワイトリバー21,5R,芝,左,1200m,小雨,良,人気を信じた
2025-11-05T18:06:49.031873+00:00,馬連,1〜3番人気,平場,500,5000,京都,5,14,岩田望来,サンプルホース99,11R,芝,左,1600m,曇,良,穴狙い
2025-11-06T00:06:49.031873+00:00,馬単,穴,重賞,1000,800,函館,6,15,M.デムーロ,アオノルート60,5R,ダート,直線,1400m,晴,重,初めての競馬場
2025-11-06T06:06:49.031873+00:00,馬単,中穴,平場,200,1200,中山,6,9,坂井瑠星,キンモクセイ34,11R,ダート,右,1600m,曇,良,次回は控える
2025-11-06T12:06:49.031873+00:00,3連複,穴,重賞,300,10000,東京,11,16,M.デムーロ,キンモクセイ54,7R,ダート,直線,1200m,曇,重,穴狙い
2025-11-06T18:06:49.031873+00:00,3連単,穴,重賞,8000,200,阪神,11,18,横山武史,キンモクセイ13,8R,芝,直線,2000m,曇,重,勢いで買った
2025-11-07T00:06:49.031873+00:00,馬連,中穴,G1,1000,800,札幌,6,9,横山和生,キンモクセイ60,2R,ダート,右,1400m,小雨,稍重,初めての競馬場
2025-11-07T06:06:49.031873+00:00,複勝,穴,重賞,8000,200,函館,1,5,横山武史,アオノルート44,7R,ダート,右,2200m,曇,良,見送るべきだった
2025-11-07T12:06:49.031873+00:00,ワイド,穴,G1,2000,5000,東京,1,15,M.デムーロ,アオノルート98,3R,芝,左,1400m,曇,不良,ワイドで保険
2025-11-07T18:06:49.031873+00:00,3連複,中穴,重賞,3000,0,東京,9,7,坂井瑠星,サンプルホース42,9R,芝,右,1200m,曇,稍重,買い目を絞った
2025-11-08T00:06:49.031873+00:00,馬単,1〜3番人気,G1,3000,2000,中京,5,6,川田将雅,サンプルホース39,5R,ダート,直線,3000m,雨,不良,人気を信じた
2025-11-08T06:06:49.031873+00:00,ワイド,中穴,重賞,500,0,函館,1,8,C.ルメール,ミドリカゼ28,12R,芝,直線,3000m,曇,良,買い目を絞った
2025-11-08T12:06:49.031873+00:00,単勝,中穴,平場,1000,15000,福島,10,2,横山和生,サンプルホース85,2R,芝,右,1400m,小雨,不良,ワイドで保険
2025-11-08T18:06:49.031873+00:00,複勝,穴,重賞,5000,10000,阪神,4,1,M.デムーロ,グリーンシャドウ85,2R,ダート,直線,1600m,小雨,良,初めての競馬場
2025-11-09T00:06:49.031873+00:00,複勝,中穴,G1,200,1200,京都,10,7,M.デムーロ,サクラミチ26,6R,ダート,左,1600m,晴,不良,穴狙い
2025-11-09T06:06:49.031873+00:00,3連単,中穴,G1,100,0,中山,2,16,横山武史,ウマログスター66,2R,芝,左,1800m,小雨,重,直前に変更した
2025-11-09T12:06:49.031873+00:00,3連単,1〜3番人気,G1,300,20000,東京,5,12,坂井瑠星,グリーンシャドウ95,2R,芝,右,1200m,曇,稍重,買い目を絞った
2025-11-09T18:06:49.031873+00:00,ワイド,中穴,平場,1000,10000,中山,6,11,横山武史,ウマログスター52,7R,ダート,左,2400m,小雨,不良,人気を信じた
2025-11-10T00:06:49.031873+00:00,複勝,1〜3番人気,平場,100,20000,阪神,2,14,横山和生,ナイトランナー73,11R,ダート,右,2400m,雨,良,人気を信じた
2025-11-10T06:06:49.031873+00:00,3連単,中穴,G1,3000,1200,東京,2,9,坂井瑠星,サンプルホース91,11R,芝,直線,2200m,晴,不良,穴狙い
2025-11-10T12:06:49.031873+00:00,3連単,中穴,平場,3000,0,福島,10,2,武豊,ミドリカゼ65,8R,ダート,右,1400m,小雨,重,穴狙い
2025-11-10T18:06:49.031873+00:00,ワイド,中穴,G1,8000,100,福島,11,13,戸崎圭太,アオノルート11,8R,ダート,直線,2500m,晴,不良,見送るべきだった
2025-11-11T00:06:49.031873+00:00,ワイド,1〜3番人気,重賞,100,0,函館,7,2,岩田望来,サクラミチ1,2R,ダート,直線,3000m,曇,不良,買い目を絞った
2025-11-11T06:06:49.031873+00:00,ワイド,1〜3番人気,G1,5000,500,福島,10,16,坂井瑠星,ナイトランナー15,2R,芝,右,2200m,雨,重,初めての競馬場
2025-11-11T12:06:49.031873+00:00,ワイド,穴,G1,100,0,新潟,3,14,川田将雅,キンモクセイ79,4R,芝,右,2400m,曇,不良,穴狙い
2025-11-11T18:06:49.031873+00:00,ワイド,1〜3番人気,重賞,100,5000,中京,2,15,松山弘平,レインボーファーム65,3R,ダート,右,3000m,晴,不良,次回は控える
2025-11-12T00:06:49.031873+00:00,3連単,穴,G1,10000,0,阪神,2,13,横山和生,レインボーファーム42,9R,ダート,左,1800m,雨,不良,買い目を絞った
2025-11-12T06:06:49.031873+00:00,馬単,中穴,G1,300,800,中京,12,17,M.デムーロ,サクラミチ41,12R,芝,右,1800m,雨,重,人気を信じた
2025-11-12T12:06:49.031873+00:00,枠連,穴,平場,2000,10000,中山,6,18,松山弘平,レインボーファーム74,11R,ダート,直線,3000m,雨,不良,冷静に買えた
2025-11-12T18:06:49.031873+00:00,複勝,1〜3番人気,重賞,300,0,東京,4,9,横山武史,キンモクセイ88,5R,芝,右,2000m,曇,良,買い目を絞った
2025-11-13T00:06:49.031873+00:00,3連単,1〜3番人気,平場,8000,20000,京都,12,18,戸崎圭太,アオノルート66,12R,ダート,直線,1200m,小雨,不良,ワイドで保険
2025-11-13T06:06:49.031873+00:00,ワイド,穴,G1,100,10000,小倉,4,15,C.ルメール,ホワイトリバー97,10R,芝,直線,1800m,雨,不良,人気を信じた
2025-11-13T12:06:49.031873+00:00,複勝,1〜3番人気,G1,8000,0,函館,1,14,M.デムーロ,サクラミチ34,3R,芝,直線,2000m,晴,重,見送るべきだった
2025-11-13T18:06:49.031873+00:00,枠連,1〜3番人気,G1,2000,3000,東京,11,10,松山弘平,レインボーファーム71,6R,芝,直線,2200m,曇,稍重,初めての競馬場
2025-11-14T00:06:49.031873+00:00,複勝,穴,G1,3000,2000,福島,7,3,坂井瑠星,アオノルート28,11R,ダート,左,2200m,雨,稍重,次回は控える
2025-11-14T06:06:49.031873+00:00,3連単,穴,平場,100,0,札幌,8,8,横山和生,レインボーファーム32,1R,ダート,左,1400m,小雨,重,初めての競馬場
2025-11-14T12:06:49.031873+00:00,馬単,1〜3番人気,平場,2000,2000,福島,8,16,武豊,キンモクセイ84,4R,ダート,直線,1400m,晴,稍重,初めての競馬場
2025-11-14T18:06:49.031873+00:00,単勝,穴,G1,500,5000,京都,11,14,川田将雅,アオノルート69,12R,ダート,直線,1400m,曇,良,見送るべきだった
2025-11-15T00:06:49.031873+00:00,ワイド,1〜3番人気,G1,200,0,阪神,5,18,川田将雅,レインボーファーム30,5R,ダート,左,2500m,小雨,不良,買い目を絞った
2025-11-15T06:06:49.031873+00:00,単勝,中穴,平場,200,2000,東京,11,3,横山和生,サンプルホース90,2R,ダート,直線,1400m,雨,重,次回は控える
2025-11-15T12:06:49.031873+00:00,複勝,中穴,重賞,3000,800,東京,8,6,岩田望来,アオノルート18,12R,ダート,直線,2000m,曇,重,買い目を絞った
2025-11-15T18:06:49.031873+00:00,単勝,穴,平場,300,0,東京,1,13,岩田望来,サクラミチ11,5R,芝,直線,2200m,曇,不良,初めての競馬場
2025-11-16T00:06:49.031873+00:00,枠連,1〜3番人気,G1,500,3000,小倉,4,4,横山武史,レインボーファーム7,9R,ダート,直線,3000m,晴,重,勢いで買った
2025-11-16T06:06:49.031873+00:00,馬単,1〜3番人気,G1,10000,1200,札幌,6,5,C.ルメール,ウマログスター37,10R,芝,右,2200m,小雨,不良,買い目を絞った
2025-11-16T12:06:49.031873+00:00,馬単,穴,平場,300,3000,中京,6,11,戸崎圭太,ミドリカゼ1,6R,芝,右,2400m,雨,重,人気を信じた
2025-11-16T18:06:49.031873+00:00,ワイド,中穴,重賞,5000,500,小倉,8,18,川田将雅,ミドリカゼ83,10R,芝,左,1600m,曇,重,勢いで買った
2025-11-17T00:06:49.031873+00:00,複勝,1〜3番人気,平場,100,20000,中京,10,13,横山和生,アオノルート5,9R,ダート,直線,3000m,小雨,稍重,買い目を絞った
2025-11-17T06:06:49.031873+00:00,3連複,1〜3番人気,平場,1000,0,新潟,9,17,川田将雅,グリーンシャドウ47,9R,芝,直線,1800m,曇,稍重,見送るべきだった
2025-11-17T12:06:49.031873+00:00,枠連,1〜3番人気,平場,10000,5000,阪神,12,16,坂井瑠星,サンプルホース29,8R,芝,右,2000m,雨,稍重,冷静に買えた
2025-11-17T18:06:49.031873+00:00,馬連,穴,重賞,3000,1200,新潟,1,2,坂井瑠星,ウマログスター91,9R,ダート,直線,2000m,曇,不良,ワイドで保険
2025-11-18T00:06:49.031873+00:00,ワイド,穴,平場,200,2000,小倉,7,8,岩田望来,グリーンシャドウ46,6R,ダート,左,1200m,曇,不良,人気を信じた
2025-11-18T06:06:49.031873+00:00,馬連,1〜3番人気,平場,1000,100,阪神,3,6,坂井瑠星,レインボーファーム92,2R,芝,左,2200m,晴,不良,見送るべきだった
2025-11-18T12:06:49.031873+00:00,3連単,1〜3番人気,平場,300,5000,函館,1,8,武豊,ミドリカゼ74,10R,芝,右,3000m,晴,稍重,冷静に買えた
2025-11-18T18:06:49.031873+00:00,枠連,中穴,G1,8000,800,中京,10,1,M.デムーロ,ウマログスター28,8R,ダート,左,1600m,曇,不良,次回は控える
2025-11-19T00:06:49.031873+00:00,枠連,穴,G1,10000,5000,福島,5,6,坂井瑠星,ナイトランナー77,10R,芝,右,2400m,小雨,稍重,勢いで買った
2025-11-19T06:06:49.031873+00:00,単勝,1〜3番人気,平場,8000,5000,函館,3,4,横山武史,ナイトランナー79,10R,芝,直線,3000m,晴,良,見送るべきだった
2025-11-19T12:06:49.031873+00:00,枠連,穴,平場,100,15000,函館,9,14,坂井瑠星,サンプルホース90,9R,ダート,右,2500m,小雨,重,次回は控える
2025-11-19T18:06:49.031873+00:00,複勝,中穴,G1,1000,1200,京都,2,10,横山和生,サクラミチ53,5R,芝,右,1200m,晴,良,ワイドで保険
2025-11-20T00:06:49.031873+00:00,馬連,穴,重賞,3000,500,中山,3,14,横山和生,キンモクセイ34,9R,ダート,直線,2200m,雨,不良,穴狙い
2025-11-20T06:06:49.031873+00:00,3連複,穴,平場,5000,0,札幌,9,18,松山弘平,キンモクセイ40,10R,ダート,直線,2400m,曇,良,穴狙い
2025-11-20T12:06:49.031873+00:00,3連単,穴,G1,200,100,福島,7,11,岩田望来,レインボーファーム90,11R,芝,右,2400m,晴,良,人気を信じた
2025-11-20T18:06:49.031873+00:00,3連単,穴,重賞,200,0,小倉,4,12,川田将雅,レインボーファーム5,12R,ダート,左,3000m,雨,良,人気を信じた
2025-11-21T00:06:49.031873+00:00,3連単,中穴,G1,500,20000,福島,5,7,武豊,レインボーファーム66,9R,芝,直線,1600m,晴,重,穴狙い
2025-11-21T06:06:49.031873+00:00,単勝,1〜3番人気,G1,1000,15000,函館,6,13,戸崎圭太,レインボーファーム26,9R,芝,直線,1400m,晴,重,初めての競馬場
2025-11-21T12:06:49.031873+00:00,ワイド,中穴,重賞,500,3000,京都,8,13,横山和生,サンプルホース34,3R,ダート,直線,1400m,晴,重,買い目を絞った
2025-11-21T18:06:49.031873+00:00,複勝,穴,重賞,8000,20000,中京,5,15,戸崎圭太,レインボーファーム62,4R,ダート,左,2500m,晴,不良,勢いで買った
2025-11-22T00:06:49.031873+00:00,馬単,1〜3番人気,重賞,500,5000,京都,6,14,坂井瑠星,サクラミチ69,1R,ダート,右,2000m,晴,不良,買い目を絞った
2025-11-22T06:06:49.031873+00:00,複勝,穴,G1,5000,500,札幌,4,9,横山武史,アオノルート64,12R,芝,右,1800m,雨,稍重,穴狙い
2025-11-22T12:06:49.031873+00:00,馬連,1〜3番人気,平場,2000,0,中山,2,3,松山弘平,レインボーファーム1,9R,芝,左,2200m,雨,不良,次回は控える
2025-11-22T18:06:49.031873+00:00,馬単,中穴,G1,8000,200,函館,4,5,武豊,サクラミチ55,8R,芝,直線,2200m,小雨,稍重,見送るべきだった
2025-11-23T00:06:49.031873+00:00,複勝,穴,平場,5000,500,東京,1,7,戸崎圭太,レインボーファーム13,6R,ダート,直線,2000m,曇,重,穴狙い
2025-11-23T06:06:49.031873+00:00,馬単,中穴,平場,2000,500,阪神,8,14,C.ルメール,グリーンシャドウ90,6R,ダート,左,2000m,小雨,稍重,次回は控える
2025-11-23T12:06:49.031873+00:00,枠連,穴,平場,500,20000,中山,12,9,C.ルメール,サクラミチ56,7R,芝,右,1600m,小雨,良,人気を信じた
2025-11-23T18:06:49.031873+00:00,3連複,中穴,G1,8000,2000,札幌,8,10,M.デムーロ,サクラミチ73,1R,ダート,右,1600m,晴,稍重,直前に変更した
2025-11-24T00:06:49.031873+00:00,3連単,穴,G1,5000,10000,札幌,5,12,坂井瑠星,サクラミチ72,5R,ダート,右,2400m,晴,重,次回は控える
2025-11-24T06:06:49.031873+00:00,馬連,穴,平場,8000,0,小倉,6,11,岩田望来,ナイトランナー95,8R,芝,左,2000m,小雨,稍重,人気を信じた
2025-11-24T12:06:49.031873+00:00,ワイド,中穴,平場,10000,3000,函館,2,3,横山武史,ホワイトリバー30,6R,ダート,直線,2000m,雨,不良,直前に変更した
2025-11-24T18:06:49.031873+00:00,3連単,中穴,平場,10000,2000,新潟,7,6,横山武史,サンプルホース17,12R,芝,直線,2000m,晴,稍重,人気を信じた
